Item name,Price,Order num,Review num,Item url
Asstseries Top Jeans Robin 2018 Hip Hop Autumn Ripped for Men Solid Full Length Mid,$11.05,104,32,https://www.aliexpress.com/item/Top-Fashion-Mens-Jeans-Brand-Robin-2018-Hip-Hop-Autumn-Ripped-for-Men-Solid-Cotton-Full/1000006258711.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=19be8101-a5ac-4e05-b7b9-07407c529391-42&algo_pvid=19be8101-a5ac-4e05-b7b9-07407c529391
Men's Business Casual Male Mid Waist Elastic Slim Boot Cut Semi-flared Four Seasons,$27.23,104,61,https://www.aliexpress.com/item/Free-Shipping-Men-s-Business-Casual-Jeans-Male-Mid-Waist-Elastic-Slim-Boot-Cut-Semi-flared/32273430246.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=19be8101-a5ac-4e05-b7b9-07407c529391-43&algo_pvid=19be8101-a5ac-4e05-b7b9-07407c529391
Hirigin 2018 Fear Of Gold Skinny Jeans Biker Steetwear Distressed Ripped Pencil Style,$14.99 - 15.99,103,28,https://www.aliexpress.com/item/Hirigin-2018-Jeans-Men-Fear-Of-Gold-Skinny-Jeans-Fashion-Biker-Steetwear-Distressed-Ripped-Denim-Pencil/32918070232.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=19be8101-a5ac-4e05-b7b9-07407c529391-44&algo_pvid=19be8101-a5ac-4e05-b7b9-07407c529391
DIAOOAID 2018 new Streetwear Men's Vintage black Color Skinny male Ripped Jeans pants,$13.27,102,34,https://www.aliexpress.com/item/2018-new-Fashion-Streetwear-Men-s-Jeans-Vintage-black-Color-Skinny-male-Destroyed-Ripped-Jeans-Broken/32922685103.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=19be8101-a5ac-4e05-b7b9-07407c529391-45&algo_pvid=19be8101-a5ac-4e05-b7b9-07407c529391
KANYE WEST Fear of god Knee Hole Side Zipper Slim Distressed Jeans For Men pants,$35.10,102,24,https://www.aliexpress.com/item/KANYE-WEST-Fear-of-god-Knee-Hole-Side-Zipper-Slim-Distressed-Jeans-Men-justin-bieber-Ripped/32863150346.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=19be8101-a5ac-4e05-b7b9-07407c529391-46&algo_pvid=19be8101-a5ac-4e05-b7b9-07407c529391
Colorful Jeans Men Denim Pant Patch Slim Fit Designer Show,$37.94,102,0,https://www.aliexpress.com/item/Colorful-Jeans-Men-Denim-Pant-Patch-Jeans-Slim-Fit-Fashion-Designer-Jeans-Fashion-Show-Jeans-Denim/32901801767.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=19be8101-a5ac-4e05-b7b9-07407c529391-47&algo_pvid=19be8101-a5ac-4e05-b7b9-07407c529391
Batmo 2018 new arrival casual slim elastic black pencil pants skinny jeans men 2108,$16.13,101,26,https://www.aliexpress.com/item/Batmo-2018-new-arrival-high-quality-casual-slim-elastic-black-jeans-men-men-s-pencil-pants/32902850479.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-0&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
TIGER CASTLE 100% Cotton Spring Summer Slight Classic Denim Pants Male Jeans,$21.87 - 23.76,101,88,https://www.aliexpress.com/item/TIGER-CASTLE-Brand-Men-100-Cotton-Jeans-Summer-Slight-Fashion-Denim-Pants-Male-Full-Length-Casual/32805370600.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-1&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
DIAOOAID 2018 Male hole badge embroidery denim trousers pants Men's streetwear Jeans,$13.50,101,5,https://www.aliexpress.com/item/DIAOOAID-2018-Fashion-New-Male-hole-badge-embroidery-denim-trousers-pants-Men-s-streetwear-hiphop/32917244398.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-2&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
NEW 2018 men's casual jeans slim,$13.99,101,26,https://www.aliexpress.com/item/NEW-2018-men-s-casual-jeans-slim-jeans/32881175859.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-3&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
ITFABS Men Black White Skinny Slim Fit Jeans Distressed Ripped Destroyed Holes Denim,$13.32 - 16.04,100,22,https://www.aliexpress.com/item/New-Fashion-Men-Black-White-Skinny-Slim-Fit-Jeans-Distressed-Ripped-Destroyed-Holes-Denim-Pants/32824826752.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-4&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Newsosoo Ripped Jeans Patchwork Moto 2018 New Pants Slim Fit Biker Denim men,$17.87 - 25.47,98,47,https://www.aliexpress.com/item/High-Quality-Ripped-Jeans-Men-Fashion-Patchwork-Moto-Jeans-2017-New-Mens-Pants-Slim-Fit-Jeans/32778805698.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-5&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Brother Wang 2019 Autumn Men's Jeans Business Casual Embroidery Trousers Male,$23.04 - 24.96,98,42,https://www.aliexpress.com/item/2019-Autumn-New-Men-s-Brand-Jeans-Business-Casual-High-Quality-Fashion-Embroidery-Trousers-Male-Slim/32909000632.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-6&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Sulee Men's Stretch Jeans Simple Casual Business Pant Slim Fit Straight Leg Medium,$22.26,98,52,https://www.aliexpress.com/item/Sulee-Brand-2017-Men-s-Stretch-Jeans-Fashion-Simple-Casual-Business-Pant-Slim-Fit-Straight-Leg/32829803470.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-7&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
NIGRITY 2018 Men Business Casual Straight Slim Fit Blue Jeans Stretch Denim Pants,$19.90,97,39,https://www.aliexpress.com/item/NIGRITY-2018-Men-Jeans-Business-Casual-Straight-Slim-Fit-Blue-Jeans-Stretch-Denim-Pants-Trousers-Classic/32912091058.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-8&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Odinokov Mens Winter Warm Flannel Lined Stretch Denim Jeans Slim Fit Trousers Pants,$22.42,97,64,https://www.aliexpress.com/item/Odinokov-Brand-Mens-Winter-Warm-Flannel-Lined-Stretch-Denim-Jeans-Slim-Fit-Trousers-Pants-33-34/32821765345.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-9&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Left ROM Male Designer Elastic Straight Mid Pants Slim Skinny Stretch Jeans for Man,$7.19,97,31,https://www.aliexpress.com/item/Man-Jeans-Male-Fashion-Designer-Brand-Elastic-Straight-Jeans-New-Men-Mid-Pants-Slim-Skinny-Men/32840082612.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-10&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Balplein 2018 High Street Jeans Casual Cargo Camouflage Army Design Zipper Pants,$27.99,97,50,https://www.aliexpress.com/item/2018-Fashion-High-Street-Men-s-Jeans-Casual-Cargo-Pants-Camouflage-Army-Pants-Brand-Design-Hip/32855853936.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-11&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
2018 embroidery Casual Slim fit Straight High Stretch Feet skinny jeans men's black,$16.50 - 16.85,97,35,https://www.aliexpress.com/item/2018-Men-brand-embroidery-jeans-Fashion-Men-Casual-Slim-fit-Straight-High-Stretch-Feet-skinny-jeans/32890165610.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-12&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
DIAOOAID 2018 new high street men's jeans zipper knee knocked ragged hole male club,$12.00,97,49,https://www.aliexpress.com/item/2016-new-men-s-jeans-zipper-jeans-knee-knocked-ragged-hole-male-club-denim-fabric-elastic/32719061640.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-13&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
2018 Slim Male White Jeans trousers Mens Casual Skinny Pencil Pants Boys Hip Hop,$13.52,97,30,https://www.aliexpress.com/item/High-Quality-2018-Fashion-Slim-Male-White-Jeans-Men-s-trousers-Mens-Casual-Pants-Skinny-Pencil/32863216947.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-14&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Balplein Men Dsel Straight Fit Ripped Jeans Italian Designer Distressed Jeans Homme,$22.24,96,53,https://www.aliexpress.com/item/2016-New-Hot-Sale-Fashion-Men-Jeans-Dsel-Brand-Straight-Fit-Ripped-Jeans-Italian-Designer-Distressed/32770352099.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-15&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
HOT 2018 casual men skinny jeans,$14.50 - 14.80,96,4,https://www.aliexpress.com/item/HOT-2018-casual-men-skinny-jeans/32908694493.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-16&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
REPPUNK 2018 3D Printed Cotton White Men Jeans Slim Fit Casual Male Denim Trousers,$20.84,96,35,https://www.aliexpress.com/item/2018-New-Arrivals-Fashion-3D-Printed-Cotton-White-Men-Jeans-Slim-Fit-Casual-Denim-Trousers-Male/32849400318.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-17&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Gingtto Blue Slim Fit Super Skinny Jeans For Men Street Hio Hop Ankle Tight Cut,$25.78,96,48,https://www.aliexpress.com/item/Gingtto-Blue-Jeans-Slim-Fit-Super-Skinny-Jeans-For-Men-Street-Wear-Hio-Hop-Ankle-Tight/32860652793.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-18&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Odinokov Boutique Jeans High Stretch Black Blue Slim Straight Denim Embroidered Pants,$18.68,96,67,https://www.aliexpress.com/item/Odinokov-Brand-Boutique-Jeans-High-Stretch-Black-Blue-Slim-Straight-Denim-Embroidered-Pants-Woma-Cotton-And/32820184315.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-19&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
YUANHUIJIA Harem Pants 2018 Jeans Tether Casual Sagging Trousers Drop Men,$12.95 - 13.51,95,33,https://www.aliexpress.com/item/men-Harem-Pants-brand-2018-Jeans-Tether-Casual-Sagging-pants-men-Trousers-Drop-Crotch-Pant-Men/32855936825.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-20&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Dropshipping Stretchy Ripped hiphop Cartoon Patch Skinny Hole Jeans Slim Fit Pants,$16.55 - 17.55,94,23,https://www.aliexpress.com/item/Dropshipping-Stretchy-Ripped-hiphop-Jeans-Men-Cartoon-Patch-Skinny-Hole-Embroidered-Jeans-Slim-Fit-Denim-Pants/32884822403.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-21&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Desy&Feeci Men Stretch Skinny Jeans Designer Super Elastic Straight Jeans for,$15.35 - 18.23,94,40,https://www.aliexpress.com/item/Men-Elastic-Casual-Straight-Jeans-2016-New-Mid-Cowboy-Pants-Skinny-Blue-Men-Brand-Jeans-Stretch/32765492481.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-22&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Gingtto Jeans For Men Super Stretch Skinny Tight Pants Big Size Comfortable,$27.26 - 29.46,94,45,https://www.aliexpress.com/item/Gingtto-Skinny-Jeans-For-Men-Super-Stretch-Skinny-Tight-Pants-Big-Size-Comfortable-Dropshipping-Supply-Grey/32862681645.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-23&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
QIANDUBAO winter Golden Fleece plus cashmere jeans stretch leather men thickening,$17.00,94,72,https://www.aliexpress.com/item/winter-Golden-Fleece-plus-cashmere-jeans-stretch-leather-men-thickening-denim-pants-28-38/32836442148.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-24&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Odinokov 2019 Summer Men Thin Business Casual Stretch Slim Denim Jeans Light Blue,$15.82 - 20.77,93,48,https://www.aliexpress.com/item/2019-Summer-New-Men-Thin-Light-Jeans-Business-Casual-Stretch-Slim-Denim-Jeans-Light-Blue-Trousers/32922434187.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-25&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
GRG Mens Winter Stretch Denim Thicken Warm Pants Slim Slightly Boot Cut Fleece Jeans,$35.85 - 37.65,93,49,https://www.aliexpress.com/item/GRG-Mens-Winter-Stretch-Denim-Jeans-Thicken-Warm-Pants-Slim-Slightly-Flare-Trousers-Boot-Cut-Fit/32894902263.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-26&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
YFMDH Jeans for Men Long 2018 Spring Hole Ripped Jeans Slim Thin Skinny Pencil Pants,$8.24 - 9.32,93,21,https://www.aliexpress.com/item/Jeans-for-Men-Long-2018-Men-s-Fashion-Spring-Hole-Ripped-Jeans-Slim-Thin-Skinny-Pencil/32914383586.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-27&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Jack Jones 2018 NEW COTTON casual washing process long male jeans 217132561,$13.50,93,54,https://www.aliexpress.com/item/Jack-Jones-Brand-2018-NEW-COTTON-fashion-casual-washing-process-long-male-jeans-217132561/32893637751.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-28&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
YUANL·SH 2018 New Skinny Biker Stretched with Zippers Pleated Slim Jean Men's,$24.09 - 25.57,92,30,https://www.aliexpress.com/item/2017-New-Balmai-Jeans-Men-High-Stretch-Cargo-Denim-Biker-Jeans-with-Zippers-Pleated-Slim-Jean/32825971363.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-29&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Sokotoo Men's light blue slim snow washed denim bib overalls Casual hole ripped,$33.25,92,32,https://www.aliexpress.com/item/Sokotoo-Men-s-light-blue-slim-snow-washed-denim-bib-overalls-Casual-hole-ripped-suspenders-jumpsuits/32835107124.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-30&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Lance Donovan Designer Jeans For Men 44 HIGHT QUALITY Calca jeans masculina tamanho,$21.91,92,28,https://www.aliexpress.com/item/Winter-new-large-size-men-s-jeans/2036451440.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-31&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Laoyeche 2019 Autumn Spring Jeans Men Clothing Black Midweight Denim Pants Male,$22.32,92,51,https://www.aliexpress.com/item/2019-New-Autumn-Spring-Jeans-Men-Brand-Clothing-Black-Midweight-Denim-Pants-Male-Quality-Trouser/32910651048.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-32&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
hirigin Men Solid Ripped Skinny Biker Zipper Fly Jeans Destroyed Hole Pencil Pants,$12.47,92,23,https://www.aliexpress.com/item/Fashion-Men-Solid-Ripped-Skinny-Biker-Zipper-Fly-Jeans-Destroyed-Hole-Frayed-Slim-Fit-Denim-Pencil/32830263662.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-33&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
CosMaMa mens printed designer korean slim skinny biker casual jeans,$39.99,91,32,https://www.aliexpress.com/item/high-quality-2017-New-Arrival-CosMaMa-brand-mens-printed-designer-korean-fashion-slim-skinny-biker-casual/32807066280.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-34&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Winter Fur Warm Jeans Homme Pants Biker Spijkerbroek Mannen Hip Hop Skinny Zipper,$20.21,91,43,https://www.aliexpress.com/item/Winter-Fur-Warm-Men-Jeans-Homme-Pants-Biker-Spijkerbroek-Mannen-Hip-Hop-Jean-Skinny-Pantacourt-Vaqueros/32899232314.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-35&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
DIAOOAID 2018 elastic skinny Big pocket men jeans cotton comfortable slim pants,$15.75,91,13,https://www.aliexpress.com/item/2018-fashion-new-personality-elastic-skinny-Big-pocket-men-jeans-quality-cotton-comfortable-slim-destroyed-oversize/32948568128.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-36&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Brother Wang 2019 Autumn Winter Men's Jeans Loose Straight Elastic Anti-theft Zipper,$24.08,91,49,https://www.aliexpress.com/item/2019-Autumn-Winter-New-Men-s-Brand-Jeans-Loose-Straight-Elastic-Anti-theft-Zipper-Denim-Pants/32911741944.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-37&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
Acacia Person Men Ripped Skinny Biker Jeans Destroyed Frayed Print Embroidery Pant,$10.35 - 16.57,91,45,https://www.aliexpress.com/item/Men-Ripped-Skinny-Biker-Jeans-Destroyed-Frayed-Print-Embroidery-Slim-Fit-Denim-Pant-Jean-Denim-Trousers/32885309289.html?ws_ab_test=searchweb0_0searchweb201602_3_10065_10068_10890_319_10546_317_10548_10696_453_10084_454_10083_433_10618_431_10307_537_536_10059_10884_10887_100031_321_322_10103searchweb201603_53ppcSwitch_0&algo_expid=e1c904cc-5d3a-4be4-880a-99952d25a8e6-38&algo_pvid=e1c904cc-5d3a-4be4-880a-99952d25a8e6
