_id,location,title,price
"ObjectId(""5ef8ac719b57885c8c5fe3d0"")",龙岗区·布吉水径 距5号线(环中线)-上水径站978m,整租·中海怡翠山庄四期 3室2厅,4100
"ObjectId(""5ef8ac719b57885c8c5fe3d2"")",罗湖区·春风路 距9号线-人民南站175m,整租·佳宁娜广场 2室1厅,6700
"ObjectId(""5ef8ac719b57885c8c5fe3d4"")",宝安区·福永 距11号线-塘尾站911m,整租·中粮凤凰里 3室2厅,4200
"ObjectId(""5ef8ac729b57885c8c5fe3d6"")",南山区·科技园,整租·松坪村竹苑 3室1厅,5800
"ObjectId(""5ef8ac729b57885c8c5fe3d8"")",福田区·石厦 距3号线(龙岗线)-石厦站601m,整租·绿洲丰和 1室1厅,5000
"ObjectId(""5ef8ac7a9b57885c8c5fe3dd"")",罗湖区·百仕达 距3号线(龙岗线)-水贝站641m,整租·华达园公寓 1室0厅,2450
"ObjectId(""5ef8ac7a9b57885c8c5fe3df"")",龙岗区·坂田,整租·中浩吉祥花园 3室2厅,3300
"ObjectId(""5ef8ac7a9b57885c8c5fe3e1"")",福田区·上下沙 距7号线-上沙站609m,整租·金地花园 1室1厅,2600
"ObjectId(""5ef8ac7a9b57885c8c5fe3e3"")",宝安区·翻身 距5号线(环中线)-翻身站1km,整租·兴业华庭 1室0厅,3300
"ObjectId(""5ef8ac7b9b57885c8c5fe3e5"")",南山区·蛇口 距2号线(蛇口线)-海月站851m,整租·广博星海华庭 3室1厅,10000
"ObjectId(""5ef8ac7b9b57885c8c5fe3e7"")",龙岗区·布吉石芽岭,整租·慢城三期 4室2厅,5000
"ObjectId(""5ef8ac889b57885c8c5fe3ed"")",龙岗区·龙岗双龙,整租·佳兆业水岸新都 2室1厅,3100
"ObjectId(""5ef8ac889b57885c8c5fe3ef"")",南山区·南山中心 距1号线(罗宝线)-桃园站952m,整租·中润百分百公寓 1室1厅,5000
"ObjectId(""5ef8ac899b57885c8c5fe3f1"")",龙岗区·龙岗中心城 距3号线(龙岗线)-龙城广场站1.1km,整租·万科时代广场 2室2厅,3800
"ObjectId(""5ef8ac899b57885c8c5fe3f3"")",罗湖区·黄贝岭 距2号线(蛇口线)-黄贝岭站330m,整租·靖轩豪苑 2室2厅,6000
"ObjectId(""5ef8ac899b57885c8c5fe3f5"")",南山区·前海 距9号线-荔林站991m,整租·鼎太风华七期 1室1厅,5000
"ObjectId(""5ef8ac8a9b57885c8c5fe3fa"")",南山区·科技园 距1号线(罗宝线)-高新园站441m,整租·华润城润府二期 2室2厅,15000
"ObjectId(""5ef8ac919b57885c8c5fe402"")",罗湖区·地王 距1号线(罗宝线)-老街站648m,整租·星桂园 1室0厅,3700
"ObjectId(""5ef8ac919b57885c8c5fe404"")",龙岗区·布吉南岭,整租·南岭花园 3室1厅,3200
"ObjectId(""5ef8ac989b57885c8c5fe409"")",南山区·蛇口 距2号线(蛇口线)-东角头站152m,整租·老街新寓 1室1厅,3500
"ObjectId(""5ef8ac989b57885c8c5fe40b"")",南山区·西丽 距7号线-珠光站374m,整租·朗苑 1室1厅,4600
"ObjectId(""5ef8ac999b57885c8c5fe40d"")",福田区·竹子林,整租·金众小区 3室2厅,7800
"ObjectId(""5ef8ac999b57885c8c5fe40f"")",龙华区·梅林关 距4号线(龙华线)-白石龙站850m,整租·星河盛世 2室1厅,7000
"ObjectId(""5ef8ac999b57885c8c5fe412"")",福田区·福田中心 距1号线(罗宝线)-会展中心站452m,整租·福岗园 2室1厅,6500
"ObjectId(""5ef8aca79b57885c8c5fe419"")",龙岗区·丹竹头 距3号线(龙岗线)-丹竹头站835m,整租·合正丹郡 2室1厅,3300
"ObjectId(""5ef8aca89b57885c8c5fe41c"")",龙岗区·布吉关 距5号线(环中线)-百鸽笼站895m,整租·信义荔山公馆 4室2厅,8000
"ObjectId(""5ef8aca89b57885c8c5fe41e"")",龙岗区·布吉街 距3号线(龙岗线)-布吉站607m,整租·吉信大厦 1室0厅,2000
"ObjectId(""5ef8aca89b57885c8c5fe420"")",南山区·前海 距9号线-荔林站617m,整租·瑞景华庭 1室0厅,3300
"ObjectId(""5ef8aca99b57885c8c5fe424"")",宝安区·新安 距5号线(环中线)-灵芝站98m,整租·都市翠海华苑 1室1厅,2500
"ObjectId(""5ef8acaf9b57885c8c5fe428"")",龙岗区·布吉大芬,整租·帝景峰 2室1厅,3300
"ObjectId(""5ef8acaf9b57885c8c5fe42a"")",南山区·南头 距1号线(罗宝线)-桃园站976m,整租·前海金岸 1室0厅,3680
"ObjectId(""5ef8acaf9b57885c8c5fe42c"")",盐田区·沙头角,整租·碧海蓝天名苑 2室2厅,4800
"ObjectId(""5ef8acb19b57885c8c5fe430"")",南山区·南山中心 距1号线(罗宝线)-桃园站938m,整租·怡园大厦 3室1厅,7500
"ObjectId(""5ef8acbc9b57885c8c5fe436"")",龙岗区·坂田,整租·万科第五园八期 4室1厅,5800
"ObjectId(""5ef8acbd9b57885c8c5fe439"")",南山区·西丽 距7号线-茶光站1.1km,整租·万科云城 2室1厅,6000
"ObjectId(""5ef8acbd9b57885c8c5fe43b"")",南山区·南头,整租·豪方天际花园 3室2厅,8300
"ObjectId(""5ef8acbd9b57885c8c5fe43d"")",宝安区·福永,整租·碧桂园领寓 3室1厅 复式,3800
"ObjectId(""5ef8acbd9b57885c8c5fe43f"")",福田区·华强北 距2号线(蛇口线)-燕南站336m,整租·阁林网苑 1室0厅,4300
"ObjectId(""5ef8acc79b57885c8c5fe446"")",宝安区·宝安中心 距1号线(罗宝线)-宝体站275m,整租·泰华君逸世家 2室1厅,4600
"ObjectId(""5ef8acc89b57885c8c5fe449"")",福田区·梅林 距9号线-孖岭站297m,整租·民生银行宿舍 2室2厅,6000
"ObjectId(""5ef8acc89b57885c8c5fe44b"")",南山区·蛇口,整租·米兰第2季 1室1厅,4300
"ObjectId(""5ef8acc89b57885c8c5fe44d"")",宝安区·西乡 距1号线(罗宝线)-坪洲站652m,整租·财富港大厦 1室1厅,3500
"ObjectId(""5ef8acc99b57885c8c5fe44f"")",宝安区·翻身 距5号线(环中线)-翻身站862m,整租·新城花园 3室1厅,4500
"ObjectId(""5ef8acc99b57885c8c5fe451"")",罗湖区·清水河 距3号线(龙岗线)-草埔站1.1km,整租·龙园山庄 2室1厅,2500
"ObjectId(""5ef8ace59b57885c8c5fe462"")",龙华区·龙华新区,整租·苹果园 1室1厅,3100
"ObjectId(""5ef8ace59b57885c8c5fe464"")",宝安区·翻身,整租·45区综合楼宝安区 2室1厅,2900
"ObjectId(""5ef8ace59b57885c8c5fe466"")",龙华区·龙华中心,整租·可乐园 3室2厅,3600
"ObjectId(""5ef8ace69b57885c8c5fe468"")",南山区·后海 距9号线-南油站461m,整租·深蓝季节 1室1厅,6400
"ObjectId(""5ef8ace69b57885c8c5fe46b"")",宝安区·新安,整租·中粮天悦壹号 3室1厅,8500
"ObjectId(""5ef8ace69b57885c8c5fe46d"")",龙岗区·龙岗中心城 距3号线(龙岗线)-南联站550m,整租·远洋新干线一期 1室1厅,2200
"ObjectId(""5ef8acf29b57885c8c5fe472"")",福田区·梅林 距9号线-下梅林站821m,整租·新世界四季山水 3室1厅,11000
"ObjectId(""5ef8acf29b57885c8c5fe474"")",龙岗区·布吉水径,整租·茵悦之生花园三期 1室1厅,2800
"ObjectId(""5ef8acf39b57885c8c5fe476"")",宝安区·西乡 距1号线(罗宝线)-坪洲站420m,整租·雅涛花园 2室2厅,4700
"ObjectId(""5ef8acf39b57885c8c5fe478"")",宝安区·西乡,整租·康达尔山海上城二期 3室1厅,1800
"ObjectId(""5ef8acf39b57885c8c5fe47a"")",坪山区·坪山,整租·深业东城国际 3室2厅,2700
"ObjectId(""5ef8acfc9b57885c8c5fe47f"")",南山区·华侨城 距1号线(罗宝线)-世界之窗站389m,整租·美加广场 3室2厅,14000
"ObjectId(""5ef8acfc9b57885c8c5fe481"")",南山区·深圳湾 距2号线(蛇口线)-海月站242m,整租·太古城南 2室1厅,8500
"ObjectId(""5ef8acfc9b57885c8c5fe483"")",南山区·南山中心 距1号线(罗宝线)-桃园站1.2km,整租·万象新园 1室0厅,3800
"ObjectId(""5ef8acfd9b57885c8c5fe485"")",宝安区·翻身 距5号线(环中线)-翻身站1.2km,整租·前海银鸿 2室1厅,5800
"ObjectId(""5ef8acfd9b57885c8c5fe487"")",龙岗区·丹竹头,整租·康桥紫郡 2室2厅,4100
"ObjectId(""5ef8ad0d9b57885c8c5fe490"")",福田区·莲花 距2号线(蛇口线)-景田站944m,整租·宝莲大厦 2室2厅,6800
"ObjectId(""5ef8ad0e9b57885c8c5fe492"")",宝安区·西乡 距1号线(罗宝线)-固戍站721m,整租·万象新天 3室1厅,5700
"ObjectId(""5ef8ad0e9b57885c8c5fe494"")",南山区·科技园,整租·厚德品园 4室2厅,10000
"ObjectId(""5ef8ad0e9b57885c8c5fe496"")",宝安区·桃源居,整租·桃源居十三区 2室1厅,4800
"ObjectId(""5ef8ad0e9b57885c8c5fe499"")",宝安区·西乡,整租·鸿隆广场 3室1厅,5000
"ObjectId(""5ef8ad0e9b57885c8c5fe49b"")",南山区·南山中心,整租·福海苑 1室0厅,2500
"ObjectId(""5ef8ad179b57885c8c5fe4a3"")",福田区·沙尾 距7号线-沙尾站745m,整租·金地海景花园 1室0厅,3600
"ObjectId(""5ef8ad289b57885c8c5fe4ab"")",南山区·大学城 距5号线(环中线)-留仙洞站928m,整租·学子荔园 1室0厅,2800
"ObjectId(""5ef8ad289b57885c8c5fe4ad"")",宝安区·福永,整租·万福人家 1室1厅,2400
"ObjectId(""5ef8ad289b57885c8c5fe4af"")",宝安区·新安,整租·黄金大厦 2室1厅,4400
"ObjectId(""5ef8ad299b57885c8c5fe4b1"")",福田区·皇岗 距4号线(龙华线)-福田口岸站173m,整租·海悦华城 3室1厅,6800
"ObjectId(""5ef8ad299b57885c8c5fe4b3"")",南山区·南山中心 距9号线-南油站503m,整租·金晖大厦 2室1厅,6600
"ObjectId(""5ef8ad399b57885c8c5fe4bb"")",宝安区·新安 距5号线(环中线)-灵芝站454m,整租·建安花园 3室1厅,5300
"ObjectId(""5ef8ad399b57885c8c5fe4bd"")",龙岗区·平湖,整租·鹏华世家华府 3室2厅,4000
"ObjectId(""5ef8ad399b57885c8c5fe4bf"")",龙岗区·龙岗中心城 距3号线(龙岗线)-爱联站769m,整租·缤纷世纪 2室1厅,2500
"ObjectId(""5ef8ad399b57885c8c5fe4c1"")",龙华区·观澜,整租·佳华领域广场 2室1厅,3700
"ObjectId(""5ef8ad399b57885c8c5fe4c3"")",坪山区·坪山,整租·祥祺滨河名苑 2室1厅,2500
"ObjectId(""5ef8ad419b57885c8c5fe4ca"")",南山区·科技园 距2号线(蛇口线)-科苑站436m,整租·滨福世纪广场 1室0厅,6000
"ObjectId(""5ef8ad419b57885c8c5fe4cc"")",龙岗区·龙岗双龙 距3号线(龙岗线)-双龙站723m,整租·怡龙枫景园 3室2厅,3400
"ObjectId(""5ef8ad419b57885c8c5fe4ce"")",福田区·车公庙 距1号线(罗宝线)-购物公园站895m,整租·君临天下 1室1厅 复式,8800
"ObjectId(""5ef8ad419b57885c8c5fe4d0"")",龙岗区·布吉街,整租·德福花园 2室1厅,3000
"ObjectId(""5ef8ad429b57885c8c5fe4d2"")",龙岗区·布吉关,整租·国展苑 3室1厅,4000
"ObjectId(""5ef8ad429b57885c8c5fe4d4"")",盐田区·沙头角,整租·瀚海翠庭 3室1厅,6300
"ObjectId(""5ef8ad499b57885c8c5fe4d9"")",罗湖区·罗湖口岸,整租·双城世纪 1室0厅,3300
"ObjectId(""5ef8ad499b57885c8c5fe4db"")",南山区·前海,整租·东方银座公馆 2室2厅,7200
"ObjectId(""5ef8ad499b57885c8c5fe4dd"")",龙岗区·坂田,整租·佳兆业城市广场三期 3室1厅,5700
"ObjectId(""5ef8ad5a9b57885c8c5fe4e6"")",龙岗区·布吉街,整租·丽廷豪苑 1室1厅,2600
"ObjectId(""5ef8ad5a9b57885c8c5fe4e8"")",南山区·蛇口 距2号线(蛇口线)-东角头站456m,整租·荣村小区 1室0厅,3000
"ObjectId(""5ef8ad5a9b57885c8c5fe4ea"")",南山区·科技园 距9号线-深大南站268m,整租·深圳市软件产业基地 1室0厅,5000
"ObjectId(""5ef8ad639b57885c8c5fe4f1"")",宝安区·西乡,整租·中熙香缤山 4室2厅,6500
"ObjectId(""5ef8ad639b57885c8c5fe4f3"")",福田区·皇岗 距4号线(龙华线)-福民站475m,整租·显锐大厦 2室1厅,5500
"ObjectId(""5ef8ad649b57885c8c5fe4f5"")",龙岗区·坂田,整租·万科第五园三期 4室1厅,6500
"ObjectId(""5ef8ad649b57885c8c5fe4f7"")",福田区·赤尾 距7号线-赤尾站167m,整租·京基御景华城 1室0厅,3200
"ObjectId(""5ef8ad649b57885c8c5fe4f9"")",坪山区·坪山,整租·龙光玖云著 2室1厅,2600
"ObjectId(""5ef8ad6f9b57885c8c5fe4fe"")",福田区·福田中心 距1号线(罗宝线)-岗厦站461m,整租·大中华国际金融中心 2室1厅,7500
"ObjectId(""5ef8ad6f9b57885c8c5fe500"")",罗湖区·清水河 距7号线-红岭北站1.1km,整租·路桥大厦 2室1厅,3000
"ObjectId(""5ef8ad6f9b57885c8c5fe503"")",罗湖区·布心,整租·太白居 3室1厅,4500
"ObjectId(""5ef8ad709b57885c8c5fe505"")",龙岗区·坂田 距5号线(环中线)-五和站576m,整租·万科四季花城三期 3室2厅,6100
"ObjectId(""5ef8ad709b57885c8c5fe507"")",龙华区·观澜,整租·招商澜园 3室1厅,4200
"ObjectId(""5ef8ad709b57885c8c5fe509"")",龙华区·龙华新区,整租·锦绣江南四期 1室0厅,2600
"ObjectId(""5ef8ad7a9b57885c8c5fe50f"")",南山区·南头 距1号线(罗宝线)-桃园站673m,整租·南贸中心 2室2厅,6200
"ObjectId(""5ef8ad7a9b57885c8c5fe513"")",宝安区·宝安中心 距1号线(罗宝线)-宝体站780m,整租·花样年花乡 1室1厅,4800
"ObjectId(""5ef8ad7a9b57885c8c5fe515"")",南山区·大学城 距7号线-西丽湖站786m,整租·德意名居一期 2室1厅,6800
"ObjectId(""5ef8ad7a9b57885c8c5fe517"")",南山区·蛇口,整租·山海津 2室1厅,5300
"ObjectId(""5ef8ad839b57885c8c5fe51c"")",福田区·福田中心 距1号线(罗宝线)-岗厦站675m,整租·万景花园 4室2厅,8000
"ObjectId(""5ef8ad839b57885c8c5fe51e"")",福田区·上步 距9号线-红岭南站148m,整租·御河堤 1室1厅,6000
"ObjectId(""5ef8ad839b57885c8c5fe520"")",龙华区·红山,整租·星河传奇 5室2厅,9000
"ObjectId(""5ef8ad849b57885c8c5fe523"")",龙岗区·龙岗中心城,整租·中央悦城 2室1厅,3000
"ObjectId(""5ef8ad939b57885c8c5fe52a"")",龙华区·梅林关 距4号线(龙华线)-民乐站1.2km,整租·万家灯火 3室1厅,5500
"ObjectId(""5ef8ad939b57885c8c5fe52c"")",宝安区·西乡,整租·中粮澜山 5室2厅 错层,10000
"ObjectId(""5ef8ad939b57885c8c5fe52e"")",盐田区·沙头角,整租·物资公司商住楼 3室1厅,3600
"ObjectId(""5ef8ad939b57885c8c5fe531"")",南山区·科技园 距1号线(罗宝线)-高新园站231m,整租·大冲新城花园 1室1厅,5300
"ObjectId(""5ef8ada39b57885c8c5fe53a"")",福田区·景田 距2号线(蛇口线)-景田站324m,整租·TT国际公寓 1室1厅,5000
"ObjectId(""5ef8ada49b57885c8c5fe53c"")",南山区·华侨城,整租·天鹅堡 5室2厅,21000
"ObjectId(""5ef8ada49b57885c8c5fe53e"")",福田区·皇岗 距4号线(龙华线)-福民站630m,整租·福民新村 3室2厅,5800
"ObjectId(""5ef8ada49b57885c8c5fe540"")",宝安区·新安,整租·灵芝新村洪浪十九区 2室2厅,4000
"ObjectId(""5ef8ada49b57885c8c5fe542"")",福田区·莲花 距4号线(龙华线)-莲花北站837m,整租·彩天怡色 2室1厅 复式,8600
"ObjectId(""5ef8adac9b57885c8c5fe546"")",宝安区·新安 距5号线(环中线)-灵芝站98m,整租·都市翠海华苑 2室1厅,5100
"ObjectId(""5ef8adac9b57885c8c5fe548"")",罗湖区·翠竹,整租·燃气小区 2室2厅,4400
"ObjectId(""5ef8adac9b57885c8c5fe54a"")",南山区·华侨城 距1号线(罗宝线)-侨城东站441m,整租·锦绣花园三期 3室1厅,16350
"ObjectId(""5ef8adad9b57885c8c5fe54c"")",福田区·梅林 距4号线(龙华线)-上梅林站581m,整租·凯丰花园综合楼 2室1厅,3600
"ObjectId(""5ef8adad9b57885c8c5fe54f"")",龙岗区·丹竹头 距3号线(龙岗线)-丹竹头站567m,整租·中城康桥花园一期 2室1厅,4700
"ObjectId(""5ef8adbc9b57885c8c5fe559"")",罗湖区·罗湖口岸,整租·双城世纪 2室1厅,5000
"ObjectId(""5ef8adbc9b57885c8c5fe55b"")",龙华区·观澜,整租·合正观澜汇 3室2厅,4000
"ObjectId(""5ef8adbd9b57885c8c5fe55f"")",福田区·福田中心 距2号线(蛇口线)-福田站1.1km,整租·城中雅苑 3室1厅,16000
"ObjectId(""5ef8adbd9b57885c8c5fe561"")",宝安区·新安 距5号线(环中线)-兴东站661m,整租·中粮创芯公园 1室1厅,4000
"ObjectId(""5ef8adbd9b57885c8c5fe563"")",南山区·蛇口,整租·花园城三期 1室1厅,6200
"ObjectId(""5ef8adc69b57885c8c5fe568"")",南山区·华侨城 距1号线(罗宝线)-世界之窗站513m,整租·佛山街 2室1厅,7580
"ObjectId(""5ef8adc79b57885c8c5fe56a"")",南山区·科技园,整租·豪方花园 3室2厅,8000
"ObjectId(""5ef8adc79b57885c8c5fe56c"")",盐田区·沙头角,整租·上东湾 2室1厅,4800
"ObjectId(""5ef8adc79b57885c8c5fe56e"")",龙岗区·坂田,整租·佳兆业城市广场一期 4室2厅,7900
"ObjectId(""5ef8adc79b57885c8c5fe570"")",罗湖区·布心,整租·金迪名苑 1室1厅,3400
"ObjectId(""5ef8add79b57885c8c5fe579"")",南山区·南头,整租·南山豪庭 2室1厅,6100
"ObjectId(""5ef8add79b57885c8c5fe57b"")",南山区·蛇口 距2号线(蛇口线)-湾厦站889m,整租·四海公寓 2室1厅,6800
"ObjectId(""5ef8add79b57885c8c5fe57d"")",南山区·科技园 距1号线(罗宝线)-高新园站482m,整租·大冲城市花园 3室1厅,12000
"ObjectId(""5ef8add89b57885c8c5fe57f"")",罗湖区·翠竹,整租·翡翠公寓 3室1厅,5700
"ObjectId(""5ef8add89b57885c8c5fe582"")",光明区·公明,整租·新地中央 2室2厅,4000
"ObjectId(""5ef8ade79b57885c8c5fe587"")",福田区·上下沙 距7号线-上沙站632m,整租·金地花园 4室1厅,7000
"ObjectId(""5ef8ade89b57885c8c5fe589"")",宝安区·新安 距5号线(环中线)-洪浪北站910m,整租·中粮天悦壹号 4室2厅,11800
"ObjectId(""5ef8ade89b57885c8c5fe58b"")",罗湖区·螺岭,整租·缤纷时代家园 2室1厅,5300
"ObjectId(""5ef8ade89b57885c8c5fe58d"")",南山区·科技园,整租·豪方花园 1室1厅,5500
"ObjectId(""5ef8ade89b57885c8c5fe590"")",龙岗区·龙岗中心城 距3号线(龙岗线)-龙城广场站311m,整租·东方明珠城 2室1厅,2600
"ObjectId(""5ef8ade89b57885c8c5fe592"")",龙岗区·龙岗中心城 距3号线(龙岗线)-南联站550m,整租·远洋新干线一期 2室1厅,3000
"ObjectId(""5ef8adf69b57885c8c5fe59a"")",宝安区·新安,整租·御景台 2室2厅,6000
"ObjectId(""5ef8adf69b57885c8c5fe59d"")",龙岗区·坪地,整租·创城宜城风景 2室2厅,3300
"ObjectId(""5ef8adf69b57885c8c5fe59f"")",福田区·石厦 距3号线(龙岗线)-石厦站348m,整租·星座大厦 1室1厅,4500
"ObjectId(""5ef8adf69b57885c8c5fe5a1"")",福田区·福田中心 距1号线(罗宝线)-岗厦站416m,整租·高科利花园 3室1厅,7500
"ObjectId(""5ef8adf79b57885c8c5fe5a3"")",罗湖区·螺岭,整租·京基东方华都 1室0厅,3200
"ObjectId(""5ef8adf79b57885c8c5fe5a5"")",南山区·科技园 距1号线(罗宝线)-高新园站1.2km,整租·汇景豪苑 2室1厅,7800
"ObjectId(""5ef8adfe9b57885c8c5fe5a9"")",南山区·白石洲 距1号线(罗宝线)-世界之窗站1.2km,整租·侨城豪苑二期 1室1厅,5200
"ObjectId(""5ef8adfe9b57885c8c5fe5ac"")",龙华区·红山,整租·绿景公馆1866南区 1室0厅,4600
"ObjectId(""5ef8adff9b57885c8c5fe5b0"")",南山区·科技园 距1号线(罗宝线)-高新园站1.1km,整租·深南花园 3室1厅,8000
"ObjectId(""5ef8ae099b57885c8c5fe5b5"")",南山区·前海 距5号线(环中线)-荔湾站978m,整租·佳兆业前海广场二期 2室2厅,8000
"ObjectId(""5ef8ae099b57885c8c5fe5b7"")",龙岗区·坪地,整租·中信龙盛广场 3室2厅 复式,2600
"ObjectId(""5ef8ae099b57885c8c5fe5b9"")",福田区·竹子林 距1号线(罗宝线)-竹子林站1.1km,整租·竹盛花园 3室1厅,7800
"ObjectId(""5ef8ae0a9b57885c8c5fe5bc"")",南山区·南山中心,整租·南光城市花园 2室1厅,5500
"ObjectId(""5ef8ae0a9b57885c8c5fe5bf"")",盐田区·沙头角,整租·倚山花园三期 3室1厅,6000
"ObjectId(""5ef8ae139b57885c8c5fe5c5"")",龙岗区·坂田,整租·万科城三期 5室1厅 复式,8000
"ObjectId(""5ef8ae149b57885c8c5fe5c7"")",宝安区·西乡 距1号线(罗宝线)-固戍站583m,整租·万象新天 4室2厅,7200
"ObjectId(""5ef8ae149b57885c8c5fe5c9"")",南山区·西丽 距7号线-珠光站842m,整租·塘朗雅苑 3室1厅,5800
"ObjectId(""5ef8ae149b57885c8c5fe5cd"")",福田区·香梅北,整租·深房传麒景苑 2室1厅,9000
"ObjectId(""5ef8ae1b9b57885c8c5fe5d0"")",福田区·梅林 距9号线-梅村站370m,整租·中康生活区 3室1厅,6500
"ObjectId(""5ef8ae1c9b57885c8c5fe5d3"")",福田区·梅林 距9号线-梅村站248m,整租·中康生活区 3室2厅,6300
"ObjectId(""5ef8ae1c9b57885c8c5fe5d6"")",龙岗区·龙岗中心城,整租·爱地花园 2室1厅,2200
"ObjectId(""5ef8ae1d9b57885c8c5fe5d8"")",福田区·新洲 距3号线(龙岗线)-石厦站529m,整租·绿景中城天邑花园 2室1厅,9000
"ObjectId(""5ef8ae239b57885c8c5fe5db"")",福田区·新洲 距7号线-沙尾站468m,整租·南溪新苑 2室1厅,6200
"ObjectId(""5ef8ae249b57885c8c5fe5dd"")",南山区·科技园 距1号线(罗宝线)-高新园站524m,整租·大冲城市花园 1室1厅,6000
"ObjectId(""5ef8ae249b57885c8c5fe5df"")",南山区·西丽 距7号线-珠光站505m,整租·龙辉花园 3室1厅,6000
"ObjectId(""5ef8ae349b57885c8c5fe5ed"")",宝安区·西乡,整租·泰华豪园 3室2厅,4400
"ObjectId(""5ef8ae3c9b57885c8c5fe5f6"")",福田区·福田中心 距1号线(罗宝线)-购物公园站391m,整租·发展兴苑 4室2厅,19000
"ObjectId(""5ef8ae4d9b57885c8c5fe604"")",罗湖区·地王 距1号线(罗宝线)-老街站1.1km,整租·TCL雅馨居 2室1厅,5375
"ObjectId(""5ef8ae4e9b57885c8c5fe607"")",福田区·莲花 距4号线(龙华线)-莲花北站1.1km,整租·翡翠名园 3室2厅,8500
"ObjectId(""5ef8ae4e9b57885c8c5fe609"")",罗湖区·春风路 距1号线(罗宝线)-国贸站343m,整租·银座金钻 1室1厅,4000
"ObjectId(""5ef8ae5c9b57885c8c5fe610"")",宝安区·桃源居,整租·桃源居十二区 2室2厅,4100
"ObjectId(""5ef8ae5c9b57885c8c5fe613"")",福田区·香梅北,整租·幸福家园 4室2厅,12000
"ObjectId(""5ef8ae5c9b57885c8c5fe615"")",南山区·西丽 距7号线-珠光站766m,整租·塘朗雅苑 1室0厅,3100
"ObjectId(""5ef8ae5c9b57885c8c5fe617"")",宝安区·西乡,整租·君成雍和园 1室1厅,4300
"ObjectId(""5ef8ae649b57885c8c5fe61b"")",宝安区·西乡,整租·满京华云晓公馆 2室2厅,5200
"ObjectId(""5ef8ae659b57885c8c5fe620"")",罗湖区·莲塘,整租·天越翔园 2室1厅,3600
"ObjectId(""5ef8ae659b57885c8c5fe622"")",龙岗区·布吉关 距3号线(龙岗线)-布吉站644m,整租·百合星城一期 1室1厅,2800
"ObjectId(""5ef8ae659b57885c8c5fe624"")",福田区·梅林 距4号线(龙华线)-上梅林站496m,整租·旭飞华安园 1室1厅,3100
"ObjectId(""5ef8ae6e9b57885c8c5fe62a"")",龙岗区·布吉街,整租·粤宝花园 1室1厅,2150
"ObjectId(""5ef8ae6e9b57885c8c5fe62c"")",南山区·红树湾,整租·中信红树湾北区 1室1厅,8000
"ObjectId(""5ef8ae6e9b57885c8c5fe62e"")",福田区·梅林 距9号线-孖岭站277m,整租·蓝天绿都家园 1室1厅,4100
"ObjectId(""5ef8ae6e9b57885c8c5fe630"")",罗湖区·春风路 距1号线(罗宝线)-国贸站485m,整租·置地逸轩 1室0厅,3900
"ObjectId(""5ef8ae6f9b57885c8c5fe632"")",龙岗区·布吉大芬,整租·怡康家园 1室1厅,2600
"ObjectId(""5ef8ae7d9b57885c8c5fe638"")",南山区·西丽 距7号线-桃源村站154m,整租·香榭峰景苑 2室1厅,6500
"ObjectId(""5ef8ae7e9b57885c8c5fe63a"")",南山区·前海 距9号线-荔林站617m,整租·瑞景华庭 2室1厅,4500
"ObjectId(""5ef8ae7e9b57885c8c5fe63c"")",龙岗区·龙岗双龙 距3号线(龙岗线)-双龙站554m,整租·怡龙枫景园 3室1厅,3600
"ObjectId(""5ef8ae7e9b57885c8c5fe63e"")",龙华区·红山 距4号线(龙华线)-红山站720m,整租·中航天逸 5室1厅,12200
"ObjectId(""5ef8ae7e9b57885c8c5fe640"")",罗湖区·百仕达 距5号线(环中线)-太安站288m,整租·百仕达东郡 1室1厅,5500
"ObjectId(""5ef8ae909b57885c8c5fe64f"")",福田区·竹子林 距1号线(罗宝线)-侨城东站187m,整租·金海燕花园 2室1厅,8000
"ObjectId(""5ef8aeb89b57885c8c5fe66f"")",龙岗区·布吉大芬 距3号线(龙岗线)-丹竹头站576m,整租·中兆花园 3室1厅,2300
"ObjectId(""5ef8aec39b57885c8c5fe674"")",罗湖区·莲塘,整租·桐景花园 2室1厅,4900
"ObjectId(""5ef8aec39b57885c8c5fe676"")",南山区·科技园 距9号线-深大南站457m,整租·学林雅院 3室1厅,10000
"ObjectId(""5ef8aec39b57885c8c5fe678"")",罗湖区·翠竹 距7号线-洪湖站126m,整租·嘉湖新都 2室1厅,5000
"ObjectId(""5ef8aec39b57885c8c5fe67b"")",龙岗区·大运新城,整租·又一城 2室1厅,3600
"ObjectId(""5ef8aeca9b57885c8c5fe682"")",罗湖区·春风路 距1号线(罗宝线)-罗湖站1km,整租·置地逸轩 2室1厅,5800
"ObjectId(""5ef8aeca9b57885c8c5fe684"")",罗湖区·地王 距1号线(罗宝线)-大剧院站266m,整租·ONE 39 1室0厅,3800
"ObjectId(""5ef8aed29b57885c8c5fe68b"")",龙华区·红山,整租·城投七里香榭 3室2厅,5200
"ObjectId(""5ef8aed29b57885c8c5fe68d"")",南山区·后海 距9号线-南油站659m,整租·信和自由广场 2室1厅,7000
"ObjectId(""5ef8aed39b57885c8c5fe690"")",南山区·白石洲 距1号线(罗宝线)-白石洲站720m,整租·明珠花园 3室2厅,6800
"ObjectId(""5ef8aed39b57885c8c5fe692"")",龙岗区·布吉关,整租·万科红三期 1室0厅,3100
